Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1993-01-04,0.42024052143096924,0.4328657807957497,0.41663355903775595,0.42925881840253644,129136000
1993-01-05,0.4274553954601288,0.4274553954601288,0.4130266762003032,0.41843714491303996,186256000
1993-01-06,0.44549110531806946,0.44729461085922806,0.43647367393537534,0.43827717947653394,281400000
1993-01-07,0.4400806128978729,0.45090241614046933,0.4373753788141844,0.44549108106525,272137600
1993-01-08,0.449099063873291,0.45450953388603604,0.4310625102838035,0.4382773051012261,320936000
1993-01-11,0.4626259207725525,0.4644294262970441,0.4454911012010895,0.44729460672558113,273728000
1993-01-12,0.4436877965927124,0.4599200261633178,0.4436877965927124,0.4527060497432444,346158400
1993-01-13,0.458116352558136,0.4617241822767644,0.4418841289210548,0.44368763440721143,199640000
1993-01-14,0.4689382016658783,0.4707416591658802,0.4599199027732637,0.46172422718121303,367808000
1993-01-15,0.4346693754196167,0.4490989617740035,0.4328658697715274,0.44008066294872084,902630400
1993-01-18,0.42925888299942017,0.4328658459354261,0.4184371272835091,0.42925888299942017,333636800
1993-01-19,0.4310623109340668,0.4364735971908749,0.42745530048596486,0.4310623109340668,274041600
1993-01-20,0.4328659474849701,0.43466945345684704,0.4292589837027772,0.4310624896746541,158737600
1993-01-21,0.4328659474849701,0.43466945345684704,0.4238485139487074,0.4310624896746541,184419200
1993-01-22,0.42925888299942017,0.4346693514842039,0.42565192006341424,0.4346693514842039,146944000
1993-01-25,0.4328659474849701,0.4364737781752596,0.42745547773090026,0.42745547773090026,202272000
1993-01-26,0.4382771849632263,0.44729461645880764,0.43647367939949006,0.43647367939949006,285622400
1993-01-27,0.4346693754196167,0.4454911317314363,0.42384843785418574,0.44008066294872084,226620800
1993-01-28,0.43196403980255127,0.4346692735599692,0.4274553008196744,0.43286576833451024,184038400
1993-01-29,0.42925888299942017,0.441884144264109,0.42565192006341424,0.4346693514842039,266100800
1993-02-01,0.44188404083251953,0.44188404083251953,0.4274552773963868,0.4274552773963868,240553600
1993-02-02,0.4346693754196167,0.4436876742448993,0.4346693754196167,0.43827720546218385,182336000
1993-02-03,0.4328659474849701,0.44008074195745256,0.42204418923029474,0.44008074195745256,264185600
1993-02-04,0.42925888299942017,0.4346693514842039,0.42565192006341424,0.4328658459354261,208152000
1993-02-05,0.4130267798900604,0.4292590088497257,0.4058119849949192,0.42745550277219535,367617600
1993-02-08,0.4076153635978699,0.41483015708917037,0.4004014129337709,0.4112231937975095,281075200
1993-02-09,0.41032135486602783,0.4139283657743306,0.40761530201927365,0.4112231316738771,238660800
1993-02-10,0.4022049009799957,0.4130266813680235,0.3967935893723996,0.41122317572069556,268284800
1993-02-11,0.39769619703292847,0.4058119250208452,0.3967936253809688,0.4022049374796353,168268800
1993-02-12,0.38952547311782837,0.4012745476161153,0.3886217538486268,0.3976588741407756,275396800
1993-02-16,0.38319873809814453,0.38681441225406704,0.3723533566943307,0.38681441225406704,407736000
1993-02-17,0.38952547311782837,0.3904291923870299,0.3759689600811383,0.3850060803732871,249580800
1993-02-18,0.39765891432762146,0.3994671735805871,0.3868143785344251,0.39765891432762146,280123200
1993-02-19,0.39765891432762146,0.40127458816835604,0.3958514997398525,0.3994671735805871,177800000
1993-02-22,0.398563414812088,0.40488940144373425,0.3958514606000281,0.3976588750090889,98761600
1993-02-23,0.39223670959472656,0.399467237908656,0.3904292947159012,0.397658978364498,194073600
1993-02-24,0.3877180516719818,0.3895254902900659,0.37687269596477874,0.37687269596477874,286563200
1993-02-25,0.3958515226840973,0.3958515226840973,0.385006141597087,0.385006141597087,167227200
1993-02-26,0.38319873809814453,0.39223668062333883,0.37777646972887274,0.39223668062333883,294884800
1993-03-01,0.3850061595439911,0.38681441898605784,0.3813913058571337,0.38319874476720933,119302400
1993-03-02,0.39223670959472656,0.39404412447355197,0.3831987664019717,0.3831987664019717,147694400
1993-03-03,0.39494791626930237,0.3976590511504234,0.38500625175080466,0.3904293661785339,202697600
1993-03-04,0.39765891432762146,0.3994671735805871,0.3868143785344251,0.39404406101879225,188339200
1993-03-05,0.39765891432762146,0.40308202688941636,0.3958514997398525,0.3958514997398525,111619200
1993-03-08,0.40850430727005005,0.41031174615312477,0.39765894997279705,0.39765894997279705,177004800
1993-03-09,0.4103117883205414,0.41573487779248397,0.40850434925171764,0.40850434925171764,154828800
1993-03-10,0.4103117883205414,0.4139274869902521,0.40488951938066203,0.4103117883205414,132496000
1993-03-11,0.41121625900268555,0.4139274414408734,0.4066969136957684,0.4121200025709437,144614400
1993-03-12,0.4066969156265259,0.41031174511695967,0.40127462312428824,0.41031174511695967,126694400
1993-03-15,0.4121200144290924,0.4139274533510285,0.4003709133043933,0.40488948647593953,136035200
1993-03-16,0.40850430727005005,0.4175422739508154,0.40850430727005005,0.413927444451253,101281600
1993-03-17,0.398563414812088,0.4121199278783796,0.3976588750090889,0.4085042302618559,176220800
1993-03-18,0.39404401183128357,0.40217825732600043,0.39404401183128357,0.39765886468888,106187200
1993-03-19,0.38862183690071106,0.39946721858084383,0.3868144221093356,0.3976589591241766,154100800
1993-03-22,0.3850061595439911,0.3895255532178774,0.3813913058571337,0.38681441898605784,165200000
1993-03-23,0.3813912272453308,0.3904291921982202,0.3804875321098552,0.3850060801871,102536000
1993-03-24,0.38862183690071106,0.3922366906167561,0.3795838941452478,0.3813913089366233,143068800
1993-03-25,0.3958515226840973,0.3958515226840973,0.38681440095486247,0.38862181564739234,171046400
1993-03-26,0.3850061595439911,0.3958515411365544,0.3795838910803519,0.3958515411365544,151760000
1993-03-29,0.36873847246170044,0.37958385296524794,0.36693105786640634,0.37777643836995384,261710400
1993-03-30,0.3777764141559601,0.3777764141559601,0.36331618125537746,0.3696421681333728,264051200
1993-03-31,0.37235328555107117,0.3813912263494415,0.3705458711510766,0.37958381194944696,223036800
1993-04-01,0.3741616904735565,0.3759691055781257,0.3687385763611126,0.37054601559898004,108203200
1993-04-02,0.3624124825000763,0.3705459084520238,0.3578931134466839,0.3651236405729196,253792000
1993-04-05,0.36150887608528137,0.36512373027048556,0.3578932013679729,0.36150887608528137,149172800
1993-04-06,0.3524707853794098,0.3633161398175601,0.3524707853794098,0.36150872554425784,168369600
1993-04-07,0.36512356996536255,0.3669309841977826,0.35066333904111163,0.35427819163923835,162848000
1993-04-08,0.3597005307674408,0.3651236433530313,0.35427826284705055,0.36150879002834074,163430400
1993-04-12,0.36150887608528137,0.36873856032239255,0.3578932013679729,0.3578932013679729,93049600
1993-04-13,0.3506634831428528,0.37054598906817254,0.34885606816769316,0.36512372000939713,164483200
1993-04-14,0.3524707853794098,0.3524707853794098,0.3443365402845693,0.34885593269951815,170060800
1993-04-15,0.34162530303001404,0.348855826725092,0.33801045144823166,0.348855826725092,218702400
1993-04-16,0.34795230627059937,0.3524708793585709,0.342529217339687,0.34885602571485236,686795200
1993-04-19,0.3506634831428528,0.35789319131008435,0.34885606816769316,0.3506634831428528,227864000
1993-04-20,0.36150887608528137,0.36331629111123487,0.34885607797161106,0.35247093215681524,240049600
1993-04-21,0.35879674553871155,0.3669309659108871,0.3560855881252687,0.3633161134929153,205273600
1993-04-22,0.36150887608528137,0.36512373027048556,0.35427834718276874,0.35608576220872223,157673600
1993-04-23,0.35608571767807007,0.36331624567636184,0.35247088807821914,0.35970057141121514,134142400
1993-04-26,0.3542782664299011,0.3597005344051273,0.3506634130686532,0.3560856810438793,102804800
1993-04-27,0.36331629753112793,0.36331629753112793,0.35247093838506804,0.35247093838506804,129673600
1993-04-28,0.37144961953163147,0.37596898848430665,0.3597005200124514,0.3597005200124514,163240000
1993-04-29,0.36693114042282104,0.37416166922929706,0.3624125667180077,0.3723534095619596,82443200
1993-04-30,0.3705458641052246,0.3795838047317404,0.3669310112406824,0.3669310112406824,132339200
1993-05-03,0.37506526708602905,0.375968986418538,0.36873845949316775,0.3705458981581856,65184000
1993-05-04,0.38591066002845764,0.3922366472995943,0.3759689989085798,0.37777643763364255,170822400
1993-05-05,0.39404401183128357,0.4012745380782793,0.38319865685997984,0.38319865685997984,253064000
1993-05-06,0.38862183690071106,0.39585154433280106,0.3868144221093356,0.39404410540813156,70459200
1993-05-07,0.3958515226840973,0.3958515226840973,0.38681440095486247,0.38681440095486247,81894400
1993-05-10,0.39765891432762146,0.4039857221166552,0.39765891432762146,0.39765891432762146,137928000
1993-05-11,0.39404401183128357,0.39946712371612525,0.3904291831069755,0.39765886468888,158379200
1993-05-12,0.3850061595439911,0.3958515411365544,0.38319874476720933,0.392236687449697,105224000
1993-05-13,0.40127456188201904,0.4030820004846793,0.3868143531953345,0.3868143531953345,361726400
1993-05-14,0.40127456188201904,0.40488941495404973,0.39765888827813684,0.3994671474126486,117409600
1993-05-17,0.4030819535255432,0.40488936778434953,0.3976588419507945,0.40127451513344997,69641600
1993-05-18,0.40127456188201904,0.4066968535567099,0.39765888827813684,0.40127456188201904,163475200
1993-05-19,0.4139273762702942,0.4157347665890736,0.3940440314341112,0.3958514700194697,172771200
1993-05-20,0.424772709608078,0.42658014809908856,0.413927354663367,0.413927354663367,290528000
1993-05-21,0.41573473811149597,0.42748383624349506,0.41031165046163415,0.42477270268445794,148198400
1993-05-24,0.4166385531425476,0.42477277575063366,0.4103117210403294,0.4103117210403294,150315200
1993-05-25,0.40760064125061035,0.41573486494104267,0.4030820919848229,0.4103117756367418,180723200
1993-05-26,0.41754230856895447,0.41754230856895447,0.4003709378905672,0.4048895113395922,121564800
1993-05-27,0.41573473811149597,0.4229644436911204,0.4139273479165217,0.41754217657304604,197288000
